Feed Flow (m3/hr),Feed Pressure(bar),Feed Temperature,Feed water pH,Specific Energy(kwh/m3),Flux(lmh),Pass Stage,Pressure Vessel,Elements,Element age(years),Recovery(%),Ca_FW,Mg_FW,Na_FW,K_FW,NH4_FW,Ba_FW,Sr_FW,H_FW,CO3_FW,HCO3_FW,SO4_FW,Cl_FW,F_FW,NO3_FW,PO4_FW,OH_FW,SiO2_FW,B_FW,CO2_FW,NH3_FW,Feed Water TDS,"CaSO4 / ksp * 100, %_FW","SrSO4 / ksp * 100, %_FW","BaSO4 / ksp * 100, %_FW","SiO2 saturation, %_FW","CaF2 / ksp * 100, %_FW",Ca_P,Mg_P,Na_P,K_P,NH4_P,Ba_P,Sr_P,H_P,CO3_P,HCO3_P,SO4_P,Cl_P,F_P,NO3_P,PO4_P,OH_P,SiO2_P,B_P,CO2_P,NH3_P,Permeate TDS,Ca_C,Mg_C,Na_C,K_C,NH4_C,Ba_C,Sr_C,H_C,CO3_C,HCO3_C,SO4_C,Cl_C,F_C,NO3_C,PO4_C,OH_C,SiO2_C,B_C,CO2_C,NH3_C,Concentrate TDS,"CaSO4 / ksp * 100, %_C","SrSO4 / ksp * 100, %_C","BaSO4 / ksp * 100, %_C","SiO2 saturation, %_C","CaF2 / ksp * 100, %_C"
37.12,19.86,25.00,7.00,32.47,15.61,1.00,8.00,6.00,3.00,75.00,100.00,61.00,1414.86,0.00,0.00,0.00,0.00,0.00,0.09,104.18,0.00,2476.10,0.00,0.00,0.00,,0.00,0.00,12.28,,4156.24,0.00,0.00,0.00,0.00,0.00,0.25,0.15,14.66,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,22.88,0.00,0.00,0.00,,0.00,0.00,12.16,,39.37,399.08,243.44,5613.19,0.00,0.00,0.00,0.00,0.00,1.49,411.04,0.00,9831.79,0.00,0.00,0.00,,0.00,0.00,12.74,,16500.02,0.00,0.00,0.00,0.00,0.00
37.11,18.34,25.00,7.00,32.13,14.79,1.00,9.00,6.00,3.00,80.00,100.00,61.00,1414.86,0.00,0.00,0.00,0.00,0.00,0.09,104.18,0.00,2476.10,0.00,0.00,0.00,,0.00,0.00,12.28,,4156.24,0.00,0.00,0.00,0.00,0.00,0.30,0.19,17.78,0.00,0.00,0.00,0.00,0.00,0.00,1.61,0.00,27.74,0.00,0.00,0.00,,0.00,0.00,12.22,,47.62,498.22,303.91,6995.21,0.00,0.00,0.00,0.00,0.00,2.25,511.45,0.00,12255.56,0.00,0.00,0.00,,0.00,0.00,12.98,,20566.59,0.00,0.00,0.00,0.00,0.00
11.65,33.90,25.00,7.00,13.24,12.55,1.00,2.00,5.00,3.00,40.00,452.69,276.14,6394.20,0.00,0.00,0.00,0.00,0.00,0.70,524.93,0.00,11161.19,0.00,0.00,0.00,,0.00,0.00,43.74,,18809.85,0.00,0.00,0.00,0.00,0.00,0.97,0.59,59.48,0.00,0.00,0.00,0.00,0.00,0.00,5.24,0.00,92.33,0.00,0.00,0.00,,0.00,0.00,43.89,,158.61,753.99,459.93,10619.48,0.00,0.00,0.00,0.00,0.00,1.86,870.39,0.00,18544.17,0.00,0.00,0.00,,0.00,0.00,43.98,,31249.83,0.00,0.00,0.00,0.00,0.00
11.66,36.20,25.00,7.00,16.18,15.70,1.00,2.00,5.00,3.00,50.00,452.69,276.14,6394.20,0.00,0.00,0.00,0.00,0.00,0.70,524.93,0.00,11161.19,0.00,0.00,0.00,,0.00,0.00,43.74,,18809.85,0.00,0.00,0.00,0.00,0.00,0.86,0.52,52.96,0.00,0.00,0.00,0.00,0.00,0.00,4.74,0.00,82.20,0.00,0.00,0.00,,0.00,0.00,43.94,,141.28,904.60,551.80,12736.46,0.00,0.00,0.00,0.00,0.00,2.61,1043.14,0.00,22241.99,0.00,0.00,0.00,,0.00,0.00,44.14,,37480.61,0.00,0.00,0.00,0.00,0.00
12.26,29.46,25.00,7.00,12.10,9.16,1.00,3.00,6.00,3.00,50.00,399.08,243.44,5626.17,0.00,0.00,0.00,0.00,0.00,0.42,327.43,0.00,9901.66,0.00,0.00,0.00,,0.00,0.00,28.41,,16498.21,0.00,0.00,0.00,0.00,0.00,1.22,0.75,74.60,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.00,116.86,0.00,0.00,0.00,,0.00,0.00,28.50,,198.03,796.50,485.87,11171.62,0.00,0.00,0.00,0.00,0.00,1.58,648.67,0.00,19675.65,0.00,0.00,0.00,,0.00,0.00,28.67,,32779.89,0.00,0.00,0.00,0.00,0.00
12.26,29.98,25.00,7.00,12.32,13.74,1.00,2.00,6.00,3.00,50.00,399.08,243.44,5613.21,0.00,0.00,0.00,0.00,0.00,0.42,327.42,0.00,9881.67,0.00,0.00,0.00,,0.00,0.00,28.43,,16465.24,0.00,0.00,0.00,0.00,0.00,0.68,0.42,41.92,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,65.65,0.00,0.00,0.00,,0.00,0.00,28.41,,111.52,797.06,486.21,11178.61,0.00,0.00,0.00,0.00,0.00,1.59,650.53,0.00,19687.31,0.00,0.00,0.00,,0.00,0.00,28.69,,32801.30,0.00,0.00,0.00,0.00,0.00
12.26,33.55,25.00,7.00,13.79,13.74,1.00,2.00,6.00,3.00,50.00,399.08,243.44,5626.17,0.00,0.00,0.00,0.00,0.00,0.42,327.43,0.00,9901.66,0.00,0.00,0.00,,0.00,0.00,28.41,,16498.21,0.00,0.00,0.00,0.00,0.00,0.81,0.49,49.39,0.00,0.00,0.00,0.00,0.00,0.00,3.24,0.00,77.37,0.00,0.00,0.00,,0.00,0.00,28.43,,131.30,796.65,485.96,11193.14,0.00,0.00,0.00,0.00,0.00,1.58,649.91,0.00,19708.67,0.00,0.00,0.00,,0.00,0.00,28.67,,32835.92,0.00,0.00,0.00,0.00,0.00
9.28,37.46,25.00,7.00,11.65,12.48,1.00,2.00,5.00,3.00,50.00,498.22,303.91,7035.76,0.00,0.00,0.00,0.00,0.00,0.80,577.30,0.00,12281.58,0.00,0.00,0.00,,0.00,0.00,46.59,,20697.58,0.00,0.00,0.00,0.00,0.00,1.14,0.70,71.25,0.00,0.00,0.00,0.00,0.00,0.00,6.17,0.00,110.53,0.00,0.00,0.00,,0.00,0.00,46.89,,189.78,994.61,606.70,13990.52,0.00,0.00,0.00,0.00,0.00,2.92,1145.26,0.00,24435.58,0.00,0.00,0.00,,0.00,0.00,47.00,,41175.60,0.00,0.00,0.00,0.00,0.00
9.00,19.74,25.00,7.19,5.95,14.52,1.00,2.00,5.00,3.00,60.00,590.87,156.51,1489.00,39.78,0.00,0.00,0.00,0.00,4.18,2604.81,421.78,1998.80,1.99,3.44,0.00,,0.00,0.00,179.47,,7311.16,17.49,0.00,0.00,0.00,113.46,1.51,0.29,15.59,0.70,0.00,0.00,0.00,0.00,0.00,27.91,0.67,11.56,0.03,0.05,0.00,,0.00,0.00,181.87,,58.32,1473.37,390.42,3695.25,98.29,0.00,0.00,0.00,0.00,24.90,6434.37,1052.34,4974.44,4.92,8.51,0.00,,0.00,0.00,186.19,,18156.83,54.28,0.00,0.00,0.00,1188.56
9.00,19.75,25.00,7.19,5.96,14.52,1.00,2.00,5.00,3.00,60.00,713.96,177.19,1355.60,95.46,0.00,0.00,0.00,0.00,3.19,1953.39,596.87,2368.46,3.58,4.62,0.00,,0.00,0.00,132.75,,7272.32,28.44,0.00,0.00,0.00,431.74,1.86,0.31,14.58,1.73,0.00,0.00,0.00,0.00,0.00,22.27,0.97,14.59,0.06,0.07,0.00,,0.00,0.00,134.52,,56.44,1780.22,442.04,3363.59,235.81,0.00,0.00,0.00,0.00,18.86,4823.17,1489.15,5893.06,8.85,11.43,0.00,,0.00,0.00,137.82,,18066.19,88.24,0.00,0.00,0.00,4520.31
9.00,17.97,25.00,7.19,5.42,14.52,1.00,2.00,5.00,3.00,60.00,487.60,91.10,1210.51,21.47,0.00,0.00,0.00,0.00,2.70,1800.33,72.81,1900.84,3.18,8.50,0.00,,5.95,0.00,130.69,,5604.99,3.07,0.00,0.00,4.75,267.62,1.32,0.23,13.32,0.40,0.00,0.00,0.00,0.00,0.00,20.24,0.12,12.02,0.05,0.14,0.00,,0.07,0.00,132.18,,47.90,1216.00,227.22,3003.78,53.03,0.00,0.00,0.00,0.00,16.44,4447.33,181.69,4730.12,7.87,21.03,0.00,,14.76,0.00,135.30,,13919.27,9.53,0.00,0.00,11.74,2803.70
3.33,24.64,25.00,7.00,2.75,15.96,1.00,3.00,5.00,3.00,60.00,1285.24,435.41,1108.21,0.00,0.00,0.00,0.00,0.00,2.67,2326.12,48.20,3862.76,0.00,0.00,0.00,,12.60,0.00,226.96,,9081.22,3.22,0.00,0.00,10.06,0.00,5.60,1.88,20.06,0.00,0.00,0.00,0.00,0.00,0.00,42.29,0.13,21.79,0.00,0.00,0.00,,0.24,0.00,228.78,,91.99,3206.77,1086.42,2742.20,0.00,0.00,0.00,0.00,0.00,15.65,5737.61,120.39,9630.46,0.00,0.00,0.00,,31.16,0.00,230.58,,22570.67,9.99,0.00,0.00,24.84,0.00
5.71,29.11,25.00,7.00,5.58,19.14,1.00,5.00,5.00,3.00,70.00,1285.24,435.41,1108.21,0.00,0.00,0.00,0.00,0.00,2.67,2326.12,48.20,3862.76,0.00,0.00,0.00,,12.60,0.00,226.96,,9081.22,3.22,0.00,0.00,10.06,0.00,5.45,1.83,19.85,0.00,0.00,0.00,0.00,0.00,0.00,41.82,0.13,21.34,0.00,0.00,0.00,,0.24,0.00,229.47,,90.66,4269.13,1446.34,3645.79,0.00,0.00,0.00,0.00,0.00,26.46,7616.80,160.29,12819.27,0.00,0.00,0.00,,41.42,0.00,233.63,,30025.50,14.23,0.00,0.00,33.00,0.00
8.57,30.48,25.00,7.00,8.76,20.50,1.00,7.00,5.00,3.00,70.00,1285.24,435.41,1108.21,0.00,0.00,0.00,0.00,0.00,2.67,2326.12,48.20,3862.76,0.00,0.00,0.00,,12.60,0.00,226.96,,9081.22,3.22,0.00,0.00,10.06,0.00,5.09,1.71,18.51,0.00,0.00,0.00,0.00,0.00,0.00,39.02,0.12,19.89,0.00,0.00,0.00,,0.22,0.00,229.46,,84.55,4271.30,1447.07,3650.04,0.00,0.00,0.00,0.00,0.00,26.52,7625.60,160.36,12826.57,0.00,0.00,0.00,,41.47,0.00,233.66,,30048.93,14.23,0.00,0.00,33.04,0.00
1.82,25.28,25.00,7.00,1.54,19.95,1.00,2.00,3.00,3.00,55.00,1285.24,435.41,1108.21,0.00,0.00,0.00,0.00,0.00,2.67,2326.12,48.20,3862.76,0.00,0.00,0.00,,12.60,0.00,226.96,,9081.22,3.22,0.00,0.00,10.06,0.00,4.24,1.42,15.11,0.00,0.00,0.00,0.00,0.00,0.00,31.98,0.10,16.47,0.00,0.00,0.00,,0.18,0.00,228.50,,69.51,2852.46,966.37,2445.55,0.00,0.00,0.00,0.00,0.00,12.61,5119.59,107.05,8568.45,0.00,0.00,0.00,,27.79,0.00,229.73,,20099.87,8.64,0.00,0.00,22.16,0.00
1.82,23.51,25.00,7.00,1.43,19.95,1.00,2.00,3.00,3.00,55.00,1285.24,435.41,1108.21,0.00,0.00,0.00,0.00,0.00,2.67,2326.12,48.20,3862.76,0.00,0.00,0.00,,12.60,0.00,226.96,,9081.22,3.22,0.00,0.00,10.06,0.00,3.57,1.20,12.77,0.00,0.00,0.00,0.00,0.00,0.00,27.12,0.08,13.88,0.00,0.00,0.00,,0.15,0.00,228.47,,58.79,2853.43,966.70,2448.55,0.00,0.00,0.00,0.00,0.00,12.64,5125.82,107.08,8572.09,0.00,0.00,0.00,,27.83,0.00,229.75,,20114.13,8.64,0.00,0.00,22.19,0.00
31.00,16.79,25.00,7.00,23.27,16.12,1.00,5.00,6.00,3.00,58.00,420.80,17.10,1150.84,0.00,0.00,0.00,0.00,0.00,0.10,109.50,800.00,1900.28,2.50,18.40,0.00,,15.00,0.00,12.53,,4435.03,31.42,0.00,0.00,11.98,148.78,1.16,0.04,17.70,0.00,0.00,0.00,0.00,0.00,0.00,1.94,1.89,26.76,0.06,0.42,0.00,,0.24,0.00,12.42,,50.21,999.70,40.63,2714.02,0.00,0.00,0.00,0.00,0.00,0.59,257.48,1901.00,4484.83,5.87,43.21,0.00,,35.36,0.00,12.72,,10483.85,92.06,0.00,0.00,28.19,1366.53
251.00,11.02,20.00,6.80,119.46,17.10,1.00,56.00,6.00,0.00,85.00,133.58,54.00,316.23,0.00,0.00,0.00,0.00,0.00,0.02,44.24,214.00,689.05,6.75,0.00,0.00,,38.00,0.00,9.89,,1498.87,5.85,0.00,0.00,28.93,526.50,1.96,0.39,5.27,0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.54,11.01,0.12,0.00,0.00,,0.56,0.00,9.74,,21.94,881.89,358.80,2084.13,0.00,0.00,0.00,0.00,0.00,0.86,289.39,1421.92,4543.89,44.43,0.00,0.00,,250.87,0.00,10.50,,9895.99,61.01,0.00,0.00,199.93,69246.61
251.00,14.69,20.00,6.80,154.12,17.08,1.00,56.00,6.00,3.00,85.00,133.58,54.00,316.23,0.00,0.00,0.00,0.00,0.00,0.02,44.24,214.00,689.05,6.75,0.00,0.00,,38.00,0.00,9.89,,1498.87,5.85,0.00,0.00,28.93,526.50,2.34,0.47,6.26,0.00,0.00,0.00,0.00,0.00,0.00,1.15,1.84,13.10,0.14,0.00,0.00,,0.67,0.00,9.76,,26.03,874.98,356.42,2067.25,0.00,0.00,0.00,0.00,0.00,0.85,287.10,1412.49,4507.49,44.06,0.00,0.00,,248.89,0.00,10.49,,9819.18,60.48,0.00,0.00,198.36,67777.20
251.00,7.77,20.00,6.80,74.21,12.90,1.00,48.00,6.00,0.00,55.00,133.58,54.00,287.57,0.00,0.00,0.00,0.00,0.00,0.02,44.50,214.00,644.67,6.75,0.00,0.00,,112.20,0.00,9.98,,1500.28,6.03,0.00,0.00,85.43,534.95,1.85,0.38,4.18,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.52,9.21,0.10,0.00,0.00,,1.50,0.00,9.77,,19.77,294.54,119.51,633.84,0.00,0.00,0.00,0.00,0.00,0.10,97.76,473.63,1421.13,14.88,0.00,0.00,,247.47,0.00,10.12,,3309.46,16.11,0.00,0.00,197.68,4137.01
251.00,10.80,20.00,6.80,103.24,12.90,1.00,48.00,6.00,3.00,55.00,133.58,54.00,287.57,0.00,0.00,0.00,0.00,0.00,0.02,44.50,214.00,644.67,6.75,0.00,0.00,,112.20,0.00,9.98,,1500.28,6.03,0.00,0.00,85.43,534.95,1.92,0.40,4.33,0.00,0.00,0.00,0.00,0.00,0.00,1.02,1.58,9.54,0.10,0.00,0.00,,1.56,0.00,9.78,,20.49,294.41,119.47,633.55,0.00,0.00,0.00,0.00,0.00,0.10,97.71,473.47,1420.48,14.87,0.00,0.00,,247.35,0.00,10.12,,3308.02,16.10,0.00,0.00,197.59,4132.01
251.00,10.25,20.00,6.80,112.15,17.09,1.00,56.00,6.00,0.00,85.00,49.00,15.00,482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.00,703.82,6.75,0.00,0.00,,30.00,0.00,0.00,,1501.07,2.37,0.00,0.00,22.84,203.93,0.39,0.12,8.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,12.81,0.13,0.00,0.00,,0.49,0.00,0.00,,24.26,324.27,99.25,3162.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1416.09,4616.50,44.21,0.00,0.00,,197.09,0.00,0.00,,9863.18,24.80,0.00,0.00,146.32,26674.42
251.00,14.55,20.00,6.80,152.76,17.08,1.00,56.00,6.00,3.00,84.90,49.00,15.00,482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.00,703.82,6.75,0.00,0.00,,30.00,0.00,0.00,,1501.07,2.37,0.00,0.00,22.84,203.93,0.51,0.16,11.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,16.72,0.17,0.00,0.00,,0.65,0.00,0.00,,31.70,322.65,98.75,3138.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1408.98,4581.41,43.86,0.00,0.00,,195.65,0.00,0.00,,9793.30,24.68,0.00,0.00,145.74,26191.02
251.00,7.42,38.00,6.80,88.27,17.09,1.00,56.00,6.00,0.00,85.00,133.58,54.00,316.23,0.00,0.00,0.00,0.00,0.00,0.03,45.42,214.00,688.33,6.75,0.00,0.00,,38.00,0.00,8.40,,1499.34,5.83,0.00,0.00,28.90,525.37,3.54,0.70,9.85,0.00,0.00,0.00,0.00,0.00,0.00,1.61,2.79,20.33,0.23,0.00,0.00,,1.07,0.00,8.40,,40.20,869.81,355.74,2050.76,0.00,0.00,0.00,0.00,0.00,1.12,291.13,1409.77,4470.15,43.67,0.00,0.00,,247.06,0.00,9.44,,9758.73,60.02,0.00,0.00,195.98,66171.07
251.00,9.87,38.00,6.80,110.71,17.08,1.00,56.00,6.00,3.00,85.00,133.58,54.00,316.23,0.00,0.00,0.00,0.00,0.00,0.03,45.42,214.00,688.33,6.75,0.00,0.00,,38.00,0.00,8.40,,1499.34,5.83,0.00,0.00,28.90,525.37,4.24,0.85,11.76,0.00,0.00,0.00,0.00,0.00,0.00,1.84,3.35,24.29,0.27,0.00,0.00,,1.29,0.00,8.42,,47.99,864.02,354.18,2035.74,0.00,0.00,0.00,0.00,0.00,1.11,289.08,1403.62,4438.45,43.32,0.00,0.00,,245.33,0.00,9.43,,9694.26,59.64,0.00,0.00,194.61,64874.89
251.00,5.77,38.00,6.80,55.13,12.89,1.00,48.00,6.00,0.00,55.00,133.58,54.00,287.57,0.00,0.00,0.00,0.00,0.00,0.03,45.39,214.00,644.07,6.75,0.00,0.00,,112.20,0.00,8.43,,1500.59,6.00,0.00,0.00,85.35,533.80,3.73,0.77,8.42,0.00,0.00,0.00,0.00,0.00,0.00,1.56,3.03,18.54,0.20,0.00,0.00,,3.02,0.00,8.34,,39.35,292.15,119.01,628.44,0.00,0.00,0.00,0.00,0.00,0.13,98.61,471.62,1407.93,14.75,0.00,0.00,,245.52,0.00,8.70,,3284.71,15.93,0.00,0.00,195.75,4036.46
251.00,7.53,38.00,6.80,71.97,12.90,1.00,48.00,6.00,3.00,55.00,133.58,54.00,287.57,0.00,0.00,0.00,0.00,0.00,0.03,45.39,214.00,644.07,6.75,0.00,0.00,,112.20,0.00,8.43,,1500.59,6.00,0.00,0.00,85.35,533.80,3.73,0.77,8.44,0.00,0.00,0.00,0.00,0.00,0.00,1.56,3.05,18.58,0.20,0.00,0.00,,3.04,0.00,8.34,,39.45,292.24,119.04,628.64,0.00,0.00,0.00,0.00,0.00,0.13,98.64,471.76,1408.36,14.75,0.00,0.00,,245.59,0.00,8.70,,3285.71,15.94,0.00,0.00,195.80,4039.70
251.00,7.65,38.00,6.80,90.17,17.08,1.00,56.00,6.00,0.00,85.00,49.00,15.00,482.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.00,703.93,6.75,0.00,0.00,,30.00,0.00,0.00,,1501.26,2.36,0.00,0.00,22.82,203.49,0.68,0.21,15.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.99,23.08,0.24,0.00,0.00,,0.91,0.00,0.00,,43.62,322.43,98.69,3122.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407.94,4556.33,43.57,0.00,0.00,,194.62,0.00,0.00,,9748.91,24.62,0.00,0.00,146.33,25814.30
251.00,10.07,38.00,6.80,112.35,17.10,1.00,56.00,6.00,3.00,85.00,49.00,15.00,482.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.00,703.93,6.75,0.00,0.00,,30.00,0.00,0.00,,1501.26,2.36,0.00,0.00,22.82,203.49,0.72,0.22,16.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,24.36,0.26,0.00,0.00,,0.96,0.00,0.00,,46.04,323.44,99.00,3129.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1412.36,4566.44,43.66,0.00,0.00,,195.07,0.00,0.00,,9772.32,24.73,0.00,0.00,146.71,25973.97
120.00,34.81,20.00,7.00,227.64,13.05,1.00,33.00,6.00,3.00,80.00,1784.00,339.00,3107.80,50.00,0.00,0.80,10.00,0.00,0.02,18.40,365.00,8702.75,1.00,12.00,0.00,,30.00,0.00,1.70,,14420.77,23.77,5.91,860.73,23.97,60.74,4.08,0.69,32.30,0.82,0.00,0.00,0.02,0.00,0.00,0.46,0.50,59.07,0.02,0.25,0.00,,0.33,0.00,1.65,,98.55,8882.68,1688.25,15373.50,246.14,0.00,3.98,49.79,0.00,0.38,89.69,1818.71,43175.48,4.91,58.87,0.00,,148.33,0.00,1.84,,71540.71,172.02,34.03,5296.99,118.32,3737.32
120.00,30.59,35.00,7.00,204.41,13.04,1.00,33.00,6.00,3.00,80.00,1784.00,339.00,3107.80,50.00,0.00,0.80,10.00,0.00,0.03,18.33,365.00,8702.75,1.00,12.00,0.00,,30.00,0.00,1.42,,14420.71,23.69,5.89,857.44,23.93,60.63,6.93,1.17,54.90,1.39,0.00,0.00,0.04,0.00,0.00,0.65,0.83,100.38,0.04,0.42,0.00,,0.57,0.00,1.43,,167.31,8863.07,1684.77,15269.13,243.65,0.00,3.97,49.68,0.00,0.47,88.10,1815.69,42970.65,4.84,58.13,0.00,,147.24,0.00,1.63,,71199.40,171.19,33.86,5270.60,117.12,3634.28
30.00,17.76,25.00,7.00,29.68,14.42,1.00,7.00,6.00,3.00,75.00,15.00,3.00,2624.00,0.00,0.00,0.00,0.00,0.00,0.05,50.25,1000.00,3314.40,0.00,0.00,0.00,,10.00,0.00,5.43,,7016.70,1.10,0.00,0.00,7.99,0.00,0.02,0.00,25.29,0.00,0.00,0.00,0.00,0.00,0.00,0.82,3.21,36.37,0.00,0.00,0.00,,0.12,0.00,5.32,,65.83,59.90,11.98,10414.56,0.00,0.00,0.00,0.00,0.00,0.75,197.96,3988.25,13141.46,0.00,0.00,0.00,,39.63,0.00,5.70,,27854.49,6.12,0.00,0.00,31.55,0.00
30.00,20.02,25.00,7.00,30.12,14.41,1.00,7.00,6.00,3.00,75.00,15.00,3.00,2624.00,0.00,0.00,0.00,0.00,0.00,0.05,50.25,1000.00,3314.40,0.00,0.00,0.00,,10.00,0.00,5.43,,7016.70,1.10,0.00,0.00,7.99,0.00,0.03,0.01,28.27,0.00,0.00,0.00,0.00,0.00,0.00,0.87,3.57,40.66,0.00,0.00,0.00,,0.13,0.00,5.33,,73.53,59.86,11.97,10400.37,0.00,0.00,0.00,0.00,0.00,0.75,197.67,3985.12,13121.95,0.00,0.00,0.00,,39.57,0.00,5.70,,27817.27,6.12,0.00,0.00,31.50,0.00
9.50,24.71,25.00,7.00,8.85,14.91,1.00,2.00,6.00,3.00,70.00,16.00,4.88,3703.42,0.00,0.00,0.00,0.00,0.00,-0.14,-125.20,150.00,4801.61,0.00,1200.00,400.00,,5.00,0.00,-12.74,,10156.57,0.14,0.00,0.00,3.99,0.00,0.03,0.01,61.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,65.07,0.00,20.31,0.82,,0.00,0.00,0.00,,148.24,53.22,16.23,12193.49,0.00,0.00,0.00,0.00,0.00,-0.14,-124.34,498.27,15843.20,0.00,3127.66,711.41,,0.01,0.00,-12.65,,32322.34,0.63,0.00,0.00,0.00,0.00
5.69,50.31,25.00,7.00,10.54,12.25,1.00,5.00,5.00,3.00,45.00,53.40,16.30,12262.31,0.00,0.00,0.00,0.00,0.00,-0.93,-600.63,500.48,16049.46,0.00,3854.65,1334.55,,16.60,0.00,-41.93,,33489.47,0.63,0.00,0.00,13.25,0.00,0.15,0.05,271.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,318.67,0.00,91.60,3.89,,0.01,0.00,0.00,,688.15,96.97,29.60,22072.96,0.00,0.00,0.00,0.00,0.00,-0.93,-595.72,907.74,28919.62,0.00,5067.93,1384.35,,1.09,0.00,-41.58,,57889.61,1.31,0.00,0.00,0.00,0.00
1.73,22.93,25.00,7.50,1.33,12.44,1.00,1.00,5.00,3.00,30.00,149.63,199.31,4100.27,0.00,0.00,0.00,0.00,0.00,1.23,331.03,13.69,6965.23,0.00,0.00,0.00,,24.86,0.00,10.03,,11785.24,0.10,0.00,0.00,19.78,0.00,0.44,0.59,49.82,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.02,76.96,0.00,0.00,0.00,,0.32,0.00,10.16,,132.29,213.60,284.52,5837.00,0.00,0.00,0.00,0.00,0.00,2.38,469.92,19.55,9918.75,0.00,0.00,0.00,,35.38,0.00,10.43,,16781.10,0.16,0.00,0.00,28.10,0.00
123.47,55.75,25.00,7.00,275.99,13.35,1.00,16.00,7.00,3.00,45.00,200.00,120.00,13400.00,0.00,0.00,0.00,0.00,0.00,0.39,243.06,0.00,21226.44,0.00,0.00,0.00,,0.00,0.00,16.27,,35189.89,0.00,0.00,0.00,0.00,0.00,0.39,0.24,120.93,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,186.60,0.00,0.00,0.00,,0.00,0.00,16.33,,310.64,363.11,217.86,24250.68,0.00,0.00,0.00,0.00,0.00,1.15,438.97,0.00,38418.66,0.00,0.00,0.00,,0.00,0.00,16.36,,63690.43,0.00,0.00,0.00,0.00,0.00
123.47,55.75,25.00,7.00,275.99,13.35,1.00,16.00,7.00,3.00,45.00,200.00,120.00,13400.00,0.00,0.00,0.00,0.00,0.00,0.39,243.06,0.00,21226.44,0.00,0.00,0.00,,0.00,0.00,16.27,,35189.89,0.00,0.00,0.00,0.00,0.00,0.39,0.24,120.93,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,186.60,0.00,0.00,0.00,,0.00,0.00,16.33,,310.64,363.11,217.86,24250.68,0.00,0.00,0.00,0.00,0.00,1.15,438.97,0.00,38418.66,0.00,0.00,0.00,,0.00,0.00,16.36,,63690.43,0.00,0.00,0.00,0.00,0.00
12.58,17.72,25.00,7.00,7.47,13.54,1.00,3.00,5.00,3.00,60.00,150.06,72.52,1792.76,0.00,0.00,0.00,0.00,0.00,0.65,673.90,90.74,2773.47,0.00,15.56,0.00,,0.00,0.00,76.12,,5569.66,1.20,0.00,0.00,0.00,0.00,0.40,0.17,19.39,0.00,0.00,0.00,0.00,0.00,0.00,7.67,0.15,26.63,0.00,0.25,0.00,,0.00,0.00,76.32,,54.66,374.41,180.98,4451.05,0.00,0.00,0.00,0.00,0.00,4.06,1668.23,226.54,6891.04,0.00,38.51,0.00,,0.00,0.00,77.17,,13834.81,3.74,0.00,0.00,0.00,0.00
55.56,14.13,15.00,7.00,34.35,19.22,1.00,10.00,7.00,3.00,90.00,14.00,5.00,152.00,0.00,0.00,0.00,0.00,0.00,0.02,30.75,76.44,196.82,1.70,0.00,1.00,,20.00,0.00,5.21,,498.57,0.58,0.00,0.00,15.99,5.93,0.10,0.04,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.56,3.07,0.03,0.00,0.01,,0.31,0.00,5.28,,7.16,138.88,49.59,1496.97,0.00,0.00,0.00,0.00,0.00,1.33,296.38,758.17,1937.50,16.70,0.00,9.90,,196.86,0.00,6.63,,4910.72,10.00,0.00,0.00,156.62,2213.19
55.56,14.42,15.00,7.00,34.94,19.22,1.00,10.00,7.00,3.00,90.00,14.00,5.00,152.00,0.00,0.00,0.00,0.00,0.00,0.02,30.75,76.44,196.82,1.70,0.00,1.00,,20.00,0.00,5.21,,498.57,0.58,0.00,0.00,15.99,5.93,0.02,0.01,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.16,2.18,0.03,0.00,0.00,,0.25,0.00,5.25,,4.91,139.56,49.84,1502.61,0.00,0.00,0.00,0.00,0.00,1.34,297.54,761.57,1944.93,16.70,0.00,9.94,,197.41,0.00,6.63,,4929.92,10.07,0.00,0.00,157.06,2220.13
